variable,wavenumber,VIP_comp1,VIP_comp2,VIP_comp3,VIP_max,gap_cm1,vip_region
wn_965.08,965.08,1.641680283647627,1.3687003462947074,1.3212530001851617,1.641680283647627,1.9300000000000637,0
wn_967.01,967.01,1.6449447263225747,1.3736823768406867,1.3245437547295176,1.6449447263225747,1.92999999999995,0
wn_968.94,968.94,1.6473803371397238,1.3779786224482031,1.3272711831040578,1.6473803371397238,1.9300000000000637,0
wn_970.87,970.87,1.649008156505486,1.381555459995448,1.3293938193769705,1.649008156505486,1.92999999999995,0
wn_972.8,972.8,1.6498866026500636,1.384417172532079,1.3309142925294482,1.6498866026500636,1.92999999999995,0
wn_974.73,974.73,1.6500938452693101,1.3865881445957833,1.3318522933359096,1.6500938452693101,1.9300000000000637,0
wn_976.66,976.66,1.6497292353239073,1.3881050576712592,1.3322328586020125,1.6497292353239073,1.92999999999995,0
wn_978.59,978.59,1.6489125986275568,1.3890139892865512,1.3320883286997636,1.6489125986275568,1.9300000000000637,0
wn_980.52,980.52,1.6477743569801802,1.3893688529100086,1.331462074211541,1.6477743569801802,1.92999999999995,0
wn_982.45,982.45,1.6464538435687657,1.38923583440395,1.3304106542189449,1.6464538435687657,1.9300000000000637,0
wn_984.38,984.38,1.6451038987538216,1.3887004636271172,1.3290060494414897,1.6451038987538216,1.92999999999995,0
wn_986.31,986.31,1.643881514799915,1.3878682930571105,1.3273375476867861,1.643881514799915,1.92999999999995,0
wn_988.24,988.24,1.6429240446034297,1.3868507815781113,1.32550123363844,1.6429240446034297,1.9300000000000637,0
wn_990.17,990.17,1.6423348908827653,1.3857455416946518,1.3235798742405802,1.6423348908827653,1.92999999999995,0
wn_992.1,992.1,1.642181343586694,1.3846261501659143,1.321632551297331,1.642181343586694,1.9300000000000637,0
wn_994.03,994.03,1.6424943037205677,1.3835456545032232,1.319700902406713,1.6424943037205677,1.92999999999995,0
wn_995.96,995.96,1.643269761122283,1.3825447549490613,1.3178202760690785,1.643269761122283,1.9300000000000637,0
wn_997.89,997.89,1.6444684977006172,1.3816537625082628,1.3160234912685331,1.6444684977006172,1.92999999999995,0
wn_999.82,999.82,1.6460118382120188,1.380887358080104,1.3143357127647664,1.6460118382120188,1.9300000000000637,0
wn_1001.75,1001.75,1.6477841079523246,1.380240061900948,1.3127662673447902,1.6477841079523246,1.92999999999995,0
wn_1003.68,1003.68,1.6496576224036539,1.3796958940651523,1.311314197189563,1.6496576224036539,1.92999999999995,0
wn_1005.61,1005.61,1.6515214171574149,1.3792440994652344,1.3099830809802038,1.6515214171574149,1.9300000000000637,0
wn_1007.54,1007.54,1.653288727134609,1.3788828867883205,1.3087849180737459,1.653288727134609,1.92999999999995,0
wn_1009.47,1009.47,1.6548888930327617,1.378609958071257,1.3077289188818642,1.6548888930327617,1.9300000000000637,0
wn_1011.4,1011.4,1.6562635373936114,1.378412364943549,1.3068091266061346,1.6562635373936114,1.92999999999995,0
wn_1013.33,1013.33,1.65737420398791,1.3782703659727977,1.306008624621358,1.65737420398791,1.9300000000000637,0
wn_1015.26,1015.26,1.658211438112623,1.3781740917280465,1.3053188119275332,1.658211438112623,1.92999999999995,0
wn_1017.19,1017.19,1.6587814617247594,1.3781254830184233,1.3047426519476073,1.6587814617247594,1.9300000000000637,0
wn_1019.12,1019.12,1.6590800119760962,1.3781216265569605,1.3042769719642135,1.6590800119760962,1.92999999999995,0
wn_1021.05,1021.05,1.659089387433707,1.3781470003559049,1.303903822210417,1.659089387433707,1.92999999999995,0
wn_1022.98,1022.98,1.6587950256496269,1.3781802626073147,1.303597851488845,1.6587950256496269,1.9300000000000637,0
wn_1024.91,1024.91,1.6581917316054886,1.3781991810041876,1.3033322266707197,1.6581917316054886,1.9300000000000637,0
wn_1026.84,1026.84,1.6572804319426535,1.37818373018312,1.3030817897161433,1.6572804319426535,1.9299999999998363,0
wn_1028.77,1028.77,1.6560738271710593,1.378123729419852,1.3028303353517725,1.6560738271710593,1.9300000000000637,0
wn_1030.7,1030.7,1.6546004472279237,1.3780226497312045,1.3025750700314425,1.6546004472279237,1.9300000000000637,0
wn_1032.63,1032.63,1.652890165187461,1.3778885803072696,1.3023187409899466,1.652890165187461,1.9300000000000637,0
wn_1034.56,1034.56,1.650957462103192,1.3777223005181047,1.302057639399066,1.650957462103192,1.9299999999998363,0
wn_1036.49,1036.49,1.6487986548209428,1.37751439738964,1.301778001918317,1.6487986548209428,1.9300000000000637,0
wn_1038.42,1038.42,1.6463967746813086,1.3772505015453593,1.301461500008334,1.6463967746813086,1.9300000000000637,0
wn_1040.36,1040.36,1.6437201256858223,1.3769087322506937,1.3010828094313114,1.6437201256858223,1.9399999999998272,0
wn_1042.29,1042.29,1.6407248828737349,1.3764543289776505,1.3006036799500003,1.6407248828737349,1.9300000000000637,0
wn_1044.22,1044.22,1.637366598475701,1.3758413822594624,1.299974456945473,1.637366598475701,1.9300000000000637,0
wn_1046.15,1046.15,1.6336142776958968,1.375021956109309,1.2991434826012942,1.6336142776958968,1.9300000000000637,0
wn_1048.08,1048.08,1.6294668370917686,1.3739587751137863,1.298069963565278,1.6294668370917686,1.9299999999998363,0
wn_1050.01,1050.01,1.6249700305482475,1.3726380715359878,1.2967369997692633,1.6249700305482475,1.9300000000000637,0
wn_1051.94,1051.94,1.6202161010097307,1.371070529917214,1.2951523886079535,1.6202161010097307,1.9300000000000637,0
wn_1053.87,1053.87,1.615309216181839,1.3692714291223111,1.2933286784143976,1.615309216181839,1.9299999999998363,0
wn_1055.8,1055.8,1.6103236156316836,1.3672347483738787,1.2912574723797818,1.6103236156316836,1.9300000000000637,0
wn_1057.73,1057.73,1.6052884920486377,1.364923579678441,1.2889008216349842,1.6052884920486377,1.9300000000000637,0
wn_1059.66,1059.66,1.6001914436508713,1.3622755948905305,1.2861985353844239,1.6001914436508713,1.9300000000000637,0
wn_1061.59,1061.59,1.5949725979913096,1.359205687231265,1.2830724668691118,1.5949725979913096,1.9299999999998363,0
wn_1063.52,1063.52,1.5895074293680485,1.355597718567621,1.2794188042866086,1.5895074293680485,1.9300000000000637,0
wn_1065.45,1065.45,1.5836109421891231,1.3513069700980378,1.275110095472048,1.5836109421891231,1.9300000000000637,0
wn_1067.38,1067.38,1.5770743199371826,1.3461873822417518,1.270021628978617,1.5770743199371826,1.9300000000000637,0
wn_1069.31,1069.31,1.5696968066597288,1.3401256875677838,1.2640643590796672,1.5696968066597288,1.9299999999998363,0
wn_1071.24,1071.24,1.5613022599179394,1.3330769115300127,1.2572179834358883,1.5613022599179394,1.9300000000000637,0
wn_1073.17,1073.17,1.551769419872379,1.3251066957638042,1.2495677636499882,1.551769419872379,1.9300000000000637,0
wn_1075.1,1075.1,1.5410870234495742,1.3164365876164954,1.241340366435871,1.5410870234495742,1.9299999999998363,0
wn_1077.03,1077.03,1.5294056445035487,1.3074750343250499,1.2329234351547762,1.5294056445035487,1.9300000000000637,0
wn_1078.96,1078.96,1.517050860866119,1.2988134803146414,1.2248545694946884,1.517050860866119,1.9300000000000637,0
wn_1080.89,1080.89,1.5044739426089249,1.2911622340200064,1.2177618741697864,1.5044739426089249,1.9300000000000637,0
wn_1082.82,1082.82,1.4921252061738146,1.2852021773420395,1.2122358148994756,1.4921252061738146,1.9299999999998363,0
wn_1084.75,1084.75,1.4802922762586654,1.2813811293253439,1.2086573102022617,1.4802922762586654,1.9300000000000637,0
wn_1086.68,1086.68,1.4689827605417027,1.2797455160226194,1.2070592160735907,1.4689827605417027,1.9300000000000637,0
wn_1088.61,1088.61,1.4579276002181272,1.2799195070522875,1.2071124287101944,1.4579276002181272,1.9299999999998363,0
wn_1090.54,1090.54,1.4467176846846288,1.2812613806363242,1.2082594364334838,1.4467176846846288,1.9300000000000637,0
wn_1092.47,1092.47,1.4349969841064907,1.283095595516233,1.2099121156348398,1.4349969841064907,1.9300000000000637,0
wn_1094.4,1094.4,1.4225706219709182,1.2848710370759349,1.2115860206698086,1.4225706219709182,1.9300000000000637,0
wn_1096.33,1096.33,1.409357189833289,1.2861897616957456,1.2129207901712866,1.409357189833289,1.9299999999998363,0
wn_1098.26,1098.26,1.3952414302275333,1.2867603465729673,1.2136359044956957,1.3952414302275333,1.9300000000000637,0
wn_1100.19,1100.19,1.3799390776251559,1.286336868309676,1.2134780324311703,1.3799390776251559,1.9300000000000637,0
wn_1102.12,1102.12,1.3629768575133363,1.2846820752822794,1.212193538983412,1.3629768575133363,1.9299999999998363,0
wn_1104.05,1104.05,1.3437646303945523,1.2815625658160281,1.2095305581242477,1.3437646303945523,1.9300000000000637,0
wn_1105.98,1105.98,1.3216445004981368,1.2767514700741887,1.2052461677411088,1.3216445004981368,1.9300000000000637,0
wn_1107.91,1107.91,1.2958585586407132,1.270006420036507,1.1990877628907142,1.2958585586407132,1.9300000000000637,0
wn_1109.84,1109.84,1.2654717084729612,1.261026611354978,1.1907526162715807,1.2654717084729612,1.9299999999998363,0
wn_1111.77,1111.77,1.2292997276639601,1.2494177574991978,1.1798544514932614,1.2494177574991978,1.9300000000000637,0
wn_1113.7,1113.7,1.185863656750846,1.2346795390949112,1.1659120920771435,1.2346795390949112,1.9300000000000637,0
wn_1115.63,1115.63,1.1333892729609896,1.2162271551312873,1.1483723421368082,1.2162271551312873,1.9300000000000637,0
wn_1117.56,1117.56,1.0698685514637334,1.1934479540324625,1.126666298670508,1.1934479540324625,1.9299999999998363,0
wn_1119.49,1119.49,0.9931950152790391,1.1657968995545356,1.1003008683377713,1.1657968995545356,1.9300000000000637,0
wn_1121.42,1121.42,0.9014642401459056,1.1329795456370004,1.069031520824912,1.1329795456370004,1.9300000000000637,0
wn_1123.35,1123.35,0.7936169674082477,1.0952984704120332,1.033189025752438,1.0952984704120332,1.9299999999998363,0
wn_1125.28,1125.28,0.6704667590362292,1.0541372901309414,0.9941335359085046,1.0541372901309414,1.9300000000000637,0
wn_1127.21,1127.21,0.5357750058740957,1.0122992643357487,0.9545607241059885,1.0122992643357487,1.9300000000000637,0
wn_1150.37,1150.37,0.25520547523063597,1.020595687618151,0.9641437453016414,1.020595687618151,23.159999999999854,1
wn_1152.3,1152.3,0.3014639830969207,1.0408146581772102,0.9837760335706726,1.0408146581772102,1.9300000000000637,1
wn_1154.23,1154.23,0.3298339364360617,1.0564110354346876,0.9989030385381883,1.0564110354346876,1.9300000000000637,1
wn_1156.16,1156.16,0.33721677258785543,1.0662930576773224,1.0084357201504666,1.0662930576773224,1.9300000000000637,1
wn_1158.09,1158.09,0.3217300658697849,1.0700098420872894,1.0119167841195287,1.0700098420872894,1.9299999999998363,1
wn_1160.02,1160.02,0.2822754791748789,1.067684832955285,1.009457342805467,1.067684832955285,1.9300000000000637,1
wn_1161.96,1161.96,0.21833230283193875,1.060004124602638,1.0017316766721118,1.060004124602638,1.9400000000000546,1
wn_1163.89,1163.89,0.13012545776045883,1.0483031359372632,0.9900665062758981,1.0483031359372632,1.9300000000000637,1
wn_1165.82,1165.82,0.019138671711523534,1.0346704147525454,0.9765413676935164,1.0346704147525454,1.9299999999998363,1
wn_1167.75,1167.75,0.11120679413360689,1.0218985183970801,0.9639340152399897,1.0218985183970801,1.9300000000000637,1
wn_1169.68,1169.68,0.25517489967239815,1.0130659825146617,0.9552989034490301,1.0130659825146617,1.9300000000000637,1
wn_1171.61,1171.61,0.40519281310912164,1.0107069964894921,0.9531363994150359,1.0107069964894921,1.9299999999998363,1
wn_1173.54,1173.54,0.5531684553230068,1.0159413384389213,0.9585282176356448,1.0159413384389213,1.9300000000000637,1
wn_1175.47,1175.47,0.6920218114883786,1.0281355511582397,0.9708131429350281,1.0281355511582397,1.9300000000000637,1
wn_1177.4,1177.4,0.8168041759136635,1.0453359125316992,0.9880338152269439,1.0453359125316992,1.9300000000000637,1
wn_1179.33,1179.33,0.9250728043846875,1.0651428108590848,1.0078108868009252,1.0651428108590848,1.9299999999998363,1
wn_1181.26,1181.26,1.0165175933970922,1.0854454858754519,1.0280679224541656,1.0854454858754519,1.9300000000000637,1
wn_1183.19,1183.19,1.0922461531088552,1.10474505921665,1.0473451528739024,1.10474505921665,1.9300000000000637,1
wn_1185.12,1185.12,1.1541269557744833,1.122167809776081,1.064807021406569,1.1541269557744833,1.9299999999998363,1
wn_1187.05,1187.05,1.204290348863647,1.1373253088079804,1.0801027726204777,1.204290348863647,1.9300000000000637,1
wn_1188.98,1188.98,1.2448023025341208,1.1501390934980593,1.0931942375077022,1.2448023025341208,1.9300000000000637,1
wn_1190.91,1190.91,1.2775404320958885,1.1607169120998255,1.1042302524401157,1.2775404320958885,1.9300000000000637,1
wn_1192.84,1192.84,1.3042134220261412,1.1692920125691932,1.1134825785948734,1.3042134220261412,1.9299999999998363,1
wn_1194.77,1194.77,1.326422817947203,1.176194410271493,1.1213166278800055,1.326422817947203,1.9300000000000637,1
wn_1196.7,1196.7,1.3456987083023733,1.1818314721380476,1.1281686680675156,1.3456987083023733,1.9300000000000637,1
wn_1198.63,1198.63,1.363484338189272,1.186667523307393,1.134521589666128,1.363484338189272,1.9300000000000637,1
wn_1200.56,1200.56,1.3810489646094979,1.191188019804483,1.1408714438721688,1.3810489646094979,1.9299999999998363,1
wn_1202.49,1202.49,1.3993429936556578,1.1958482711051936,1.1476736416997053,1.3993429936556578,1.9300000000000637,1
wn_1204.42,1204.42,1.4188566916385559,1.2010146940210333,1.1552681500826292,1.4188566916385559,1.9300000000000637,1
wn_1206.35,1206.35,1.4395296844646606,1.2068960989117035,1.1637961794947167,1.4395296844646606,1.9299999999998363,1
wn_1208.28,1208.28,1.4607552138138606,1.2134821637191433,1.1731388378885723,1.4607552138138606,1.9300000000000637,1
wn_1210.21,1210.21,1.4815581148123156,1.2205452685740723,1.1829336005217077,1.4815581148123156,1.9300000000000637,1
wn_1212.14,1212.14,1.5009185796371984,1.2277252573019697,1.1926838580727674,1.5009185796371984,1.9300000000000637,1
wn_1214.07,1214.07,1.5180541958341993,1.2346398417791444,1.20189275225879,1.5180541958341993,1.9299999999998363,1
wn_1216,1216,1.5325321606230469,1.240962159584362,1.2101558142780453,1.5325321606230469,1.9300000000000637,1
wn_1217.93,1217.93,1.544241541620868,1.2464575360553,1.217203115653153,1.544241541620868,1.9300000000000637,1
wn_1219.86,1219.86,1.5532881255693145,1.250981519850991,1.2228909881961496,1.5532881255693145,1.9299999999998363,1
wn_1221.79,1221.79,1.55987959152451,1.2544605584328128,1.2271640774595307,1.55987959152451,1.9300000000000637,1
wn_1223.72,1223.72,1.5642574592445975,1.2568853237865742,1.2300260640995522,1.5642574592445975,1.9300000000000637,1
wn_1225.65,1225.65,1.5666440936185373,1.2582920383416933,1.2315115085518287,1.5666440936185373,1.9300000000000637,1
wn_1227.58,1227.58,1.5671806288245893,1.2587183116549052,1.231660210357683,1.5671806288245893,1.9299999999998363,1
wn_1229.51,1229.51,1.5658999852351645,1.2581778975414961,1.2305157248543042,1.5658999852351645,1.9300000000000637,1
wn_1231.44,1231.44,1.5627347697035554,1.2566615217577992,1.228127008307068,1.5627347697035554,1.9300000000000637,1
wn_1233.37,1233.37,1.557531831942226,1.2541403047817148,1.2245410436476591,1.557531831942226,1.9299999999998363,1
wn_1235.3,1235.3,1.5500859926895727,1.250581115034479,1.2198023162444973,1.5500859926895727,1.9300000000000637,1
wn_1237.23,1237.23,1.5401927297149804,1.245974108689289,1.213961827963522,1.5401927297149804,1.9300000000000637,1
wn_1239.16,1239.16,1.5277058076795813,1.2403574413756495,1.2070945204942485,1.5277058076795813,1.9300000000000637,1
wn_1241.09,1241.09,1.5126002346585818,1.2338375014253498,1.1993231393750985,1.5126002346585818,1.9299999999998363,1
wn_1243.02,1243.02,1.4950197746249365,1.226594208135749,1.1908298095712426,1.4950197746249365,1.9300000000000637,1
wn_1244.95,1244.95,1.4752875712801652,1.2188601993315435,1.1818518929730668,1.4752875712801652,1.9300000000000637,1
wn_1246.88,1246.88,1.4538592681973985,1.2108729357438834,1.172650396126779,1.4538592681973985,1.9300000000000637,1
wn_1248.81,1248.81,1.431241241320613,1.2028354442687823,1.1634602945348866,1.431241241320613,1.9299999999998363,1
wn_1250.74,1250.74,1.4079247572276776,1.1949103430082668,1.154460821714105,1.4079247572276776,1.9300000000000637,1
wn_1252.67,1252.67,1.3843456566942258,1.1872207353431883,1.1457749604609262,1.3843456566942258,1.9300000000000637,1
wn_1254.6,1254.6,1.3608764332872891,1.179855557442934,1.1374863152866752,1.3608764332872891,1.9299999999998363,1
wn_1256.53,1256.53,1.3378897065512354,1.172910919153906,1.129678398011237,1.3378897065512354,1.9300000000000637,1
wn_1258.46,1258.46,1.3158429345272178,1.1665336003213158,1.1224715750967282,1.3158429345272178,1.9300000000000637,1
wn_1260.39,1260.39,1.2952426996182456,1.1608881953960257,1.1160008480173615,1.2952426996182456,1.9300000000000637,1
wn_1262.32,1262.32,1.276502849742445,1.1560703378860897,1.1103524786030685,1.276502849742445,1.9299999999998363,1
wn_1264.25,1264.25,1.259900586880704,1.1520919726053005,1.1055514821698198,1.259900586880704,1.9300000000000637,1
wn_1266.18,1266.18,1.2456749258457067,1.1489627093734738,1.1016151582534754,1.2456749258457067,1.9300000000000637,1
wn_1268.11,1268.11,1.234062921655284,1.1467343959521594,1.0985793020973773,1.234062921655284,1.9299999999998363,1
wn_1270.04,1270.04,1.2252197546382413,1.1454588835038355,1.0964699700351725,1.2252197546382413,1.9300000000000637,1
wn_1271.97,1271.97,1.219122530344758,1.1451270565577445,1.0952632756522387,1.219122530344758,1.9300000000000637,1
wn_1273.9,1273.9,1.2154357420459576,1.14559607630968,1.0948277052263797,1.2154357420459576,1.9300000000000637,1
wn_1275.83,1275.83,1.2134031666410983,1.1465376322492133,1.0948794906736383,1.2134031666410983,1.9299999999998363,1
wn_1277.76,1277.76,1.2119439277657613,1.1474947064171523,1.0950243328284952,1.2119439277657613,1.9300000000000637,1
wn_1279.69,1279.69,1.2098742464200947,1.1480005038022176,1.0948503821373792,1.2098742464200947,1.9300000000000637,1
wn_1281.62,1281.62,1.2060680579895864,1.1476575603367742,1.0939938139669503,1.2060680579895864,1.9299999999998363,1
wn_1283.56,1283.56,1.1995269456038133,1.1461596084027692,1.092162301541723,1.1995269456038133,1.9400000000000546,1
wn_1285.49,1285.49,1.1894056576241157,1.1432824440107419,1.0891345994857782,1.1894056576241157,1.9300000000000637,1
wn_1287.42,1287.42,1.1749891318710195,1.1388495592799404,1.0847391895710279,1.1749891318710195,1.9300000000000637,1
wn_1289.35,1289.35,1.1556664524514602,1.1327129285937005,1.0788420179634588,1.1556664524514602,1.9299999999998363,1
wn_1291.28,1291.28,1.1310752984546546,1.1248510688809403,1.0714223286903768,1.1310752984546546,1.9300000000000637,1
wn_1293.21,1293.21,1.101376154544582,1.115540902772546,1.062700621637001,1.115540902772546,1.9300000000000637,1
wn_1295.14,1295.14,1.0671322942340309,1.1052725021611949,1.05306881089442,1.1052725021611949,1.9300000000000637,1
wn_1297.07,1297.07,1.028819892150962,1.0944169943772362,1.042841524442882,1.0944169943772362,1.9299999999998363,1
wn_1299,1299,0.9866979360019557,1.0831114112963538,1.0321739259224103,1.0831114112963538,1.9300000000000637,1
wn_1300.93,1300.93,0.941096618453281,1.0714091794470173,1.0211708026343262,1.0714091794470173,1.9300000000000637,1
wn_1302.86,1302.86,0.8927338039023367,1.059438893760079,1.0099994145664932,1.059438893760079,1.9299999999998363,1
wn_1304.79,1304.79,0.8427913678949056,1.0474080419782985,0.9988892019679882,1.0474080419782985,1.9300000000000637,1
wn_1306.72,1306.72,0.7928053847310615,1.0355205779196404,0.9880659835863894,1.0355205779196404,1.9300000000000637,1
wn_1308.65,1308.65,0.7445931485670527,1.0239539145203018,0.9777304256006968,1.0239539145203018,1.9300000000000637,1
wn_1310.58,1310.58,0.7002072083631087,1.0128852509900674,0.9680753037572452,1.0128852509900674,1.9299999999998363,1
wn_1312.51,1312.51,0.6617837704558064,1.0025006111328916,0.9592910050545539,1.0025006111328916,1.9300000000000637,1
wn_1381.99,1381.99,1.0026821184368666,0.8755385524638485,0.9530746515064212,1.0026821184368666,69.48000000000002,2
wn_1383.92,1383.92,1.0249681515288431,0.8807992897793583,0.9622045768931643,1.0249681515288431,1.9300000000000637,2
wn_1385.85,1385.85,1.0448640231519206,0.8861785213899118,0.9710155826109218,1.0448640231519206,1.9299999999998363,2
wn_1387.78,1387.78,1.0616260336078578,0.8910566191814862,0.9789891736471205,1.0616260336078578,1.9300000000000637,2
wn_1389.71,1389.71,1.074479966984062,0.8946356761062242,0.985612280656991,1.074479966984062,1.9300000000000637,2
wn_1391.64,1391.64,1.083667384861265,0.8969118916138379,0.9908689957535165,1.083667384861265,1.9300000000000637,2
wn_1393.57,1393.57,1.0903318838476708,0.89869414403473,0.9950927750849541,1.0903318838476708,1.9299999999998363,2
wn_1395.5,1395.5,1.0956883122754284,0.9009139258010304,0.9985733524510896,1.0956883122754284,1.9300000000000637,2
wn_1397.43,1397.43,1.1000597149909612,0.9037845647004534,1.0012174189982972,1.1000597149909612,1.9300000000000637,2
wn_1399.36,1399.36,1.1024213321083358,0.9063807048305641,1.0024889351862947,1.1024213321083358,1.9299999999998363,2
wn_1401.29,1401.29,1.1013141501569323,0.907409277571853,1.001839914302072,1.1013141501569323,1.9300000000000637,2
wn_1403.22,1403.22,1.0960406131103702,0.9062540000096382,0.9991343172916591,1.0960406131103702,1.9300000000000637,2
wn_1405.15,1405.15,1.0865147498536714,0.9028801450158697,0.9944716515673118,1.0865147498536714,1.9300000000000637,2
wn_1407.09,1407.09,1.0722730041368238,0.8969695937394803,0.987742556174943,1.0722730041368238,1.9399999999998272,2
wn_1409.02,1409.02,1.0526466983453475,0.887970171159127,0.9788035987308092,1.0526466983453475,1.9300000000000637,2
wn_1410.95,1410.95,1.0287940008481469,0.876793485566921,0.9683817640333678,1.0287940008481469,1.9300000000000637,2
wn_1412.88,1412.88,1.0037377778646799,0.8659490503594435,0.9579098070318502,1.0037377778646799,1.9300000000000637,2
wn_1476.57,1476.57,1.0167211956024271,0.8992843633482474,1.00232134857388,1.0167211956024271,63.68999999999983,3
wn_1478.5,1478.5,1.0681675361737362,0.9364608627628745,1.0209657105679282,1.0681675361737362,1.9300000000000637,3
wn_1480.43,1480.43,1.111645863346683,0.9641899051593577,1.0370559443511227,1.111645863346683,1.9300000000000637,3
wn_1482.36,1482.36,1.144509487908217,0.9801014877427039,1.0499138700984074,1.144509487908217,1.9299999999998363,3
